Element,Attribute,Value,Subfigure
177,Y,0.066617506577955,A
178,X,45.99483204134367,A
178,Y,0.064103638405202,A
179,X,46.253229974160206,A
179,Y,0.0636846603764098,A
180,X,46.51162790697674,A
180,Y,0.0636846603764098,A
181,X,46.770025839793284,A
181,Y,0.0624277262900333,A
182,X,47.02842377260982,A
182,Y,0.0620087482612411,A
183,X,47.286821705426355,A
183,Y,0.0599138581172803,A
184,X,47.54521963824289,A
184,Y,0.0599138581172803,A
185,X,47.80361757105943,A
185,Y,0.0594948800884881,A
186,X,48.06201550387597,A
186,Y,0.0594948800884881,A
187,X,48.320413436692505,A
187,Y,0.0578189679733194,A
188,X,48.57881136950905,A
188,Y,0.0573999899445273,A
189,X,48.83720930232558,A
189,Y,0.0548861217717742,A
190,X,49.09560723514212,A
190,Y,0.0544671437429821,A
191,X,49.354005167958654,A
191,Y,0.0532102096566056,A
192,X,49.6124031007752,A
192,Y,0.0532102096566056,A
193,X,49.87080103359173,A
193,Y,0.0527912316278134,A
194,X,50.12919896640827,A
194,Y,0.0523722535990212,A
195,X,50.3875968992248,A
195,Y,0.051953275570229,A
196,X,50.645994832041346,A
196,Y,0.051953275570229,A
197,X,50.90439276485788,A
197,Y,0.0502773634550604,A
198,X,51.16279069767442,A
198,Y,0.0502773634550604,A
199,X,51.42118863049095,A
199,Y,0.0498583854262682,A
200,X,51.679586563307495,A
200,Y,0.049439407397476,A
201,X,51.93798449612403,A
201,Y,0.0486014513398917,A
202,X,52.19638242894057,A
202,Y,0.0481824733110995,A
203,X,52.45478036175711,A
203,Y,0.0481824733110995,A
204,X,52.713178294573645,A
204,Y,0.0473445172535152,A
205,X,52.97157622739018,A
205,Y,0.0465065611959308,A
206,X,53.229974160206716,A
206,Y,0.0465065611959308,A
207,X,53.48837209302326,A
207,Y,0.0456686051383465,A
208,X,53.746770025839794,A
208,Y,0.0452496271095543,A
209,X,54.00516795865633,A
209,Y,0.04441167105197,A
210,X,54.263565891472865,A
210,Y,0.0431547369655935,A
211,X,54.52196382428941,A
211,Y,0.0431547369655935,A
212,X,54.78036175710594,A
212,Y,0.0414788248504248,A
213,X,55.03875968992248,A
213,Y,0.0406408687928405,A
214,X,55.29715762273902,A
214,Y,0.0402218907640483,A
215,X,55.55555555555556,A
215,Y,0.0402218907640483,A
216,X,55.81395348837209,A
216,Y,0.0393839347064639,A
217,X,56.07235142118863,A
217,Y,0.0389649566776718,A
218,X,56.33074935400517,A
218,Y,0.0372890445625031,A
219,X,56.58914728682171,A
219,Y,0.0368700665337109,A
220,X,56.84754521963824,A
220,Y,0.0368700665337109,A
221,X,57.10594315245478,A
221,Y,0.0360321104761266,A
222,X,57.36434108527132,A
222,Y,0.0356131324473344,A
223,X,57.622739018087856,A
223,Y,0.0356131324473344,A
224,X,57.88113695090439,A
224,Y,0.0356131324473344,A
225,X,58.13953488372093,A
225,Y,0.0351941544185422,A
226,X,58.39793281653747,A
226,Y,0.0347751763897501,A
227,X,58.656330749354005,A
227,Y,0.0347751763897501,A
228,X,58.91472868217054,A
228,Y,0.0330992642745814,A
229,X,59.17312661498708,A
229,Y,0.0326802862457892,A
230,X,59.43152454780362,A
230,Y,0.0326802862457892,A
231,X,59.689922480620154,A
231,Y,0.0318423301882049,A
232,X,59.94832041343669,A
232,Y,0.0314233521594127,A
233,X,60.20671834625323,A
233,Y,0.0314233521594127,A
234,X,60.46511627906977,A
234,Y,0.0310043741306205,A
235,X,60.723514211886304,A
235,Y,0.0305853961018284,A
236,X,60.98191214470284,A
236,Y,0.0305853961018284,A
237,X,61.24031007751938,A
237,Y,0.0301664180730362,A
238,X,61.49870801033592,A
238,Y,0.0301664180730362,A
239,X,61.75710594315245,A
239,Y,0.0301664180730362,A
240,X,62.01550387596899,A
240,Y,0.0293284620154519,A
241,X,62.27390180878553,A
241,Y,0.0293284620154519,A
242,X,62.53229974160207,A
242,Y,0.0289094839866597,A
243,X,62.7906976744186,A
243,Y,0.0289094839866597,A
244,X,63.049095607235145,A
244,Y,0.0284905059578675,A
245,X,63.30749354005168,A
245,Y,0.0284905059578675,A
246,X,63.565891472868216,A
246,Y,0.0280715279290754,A
247,X,63.82428940568475,A
247,Y,0.0276525499002832,A
248,X,64.08268733850129,A
248,Y,0.027233571871491,A
249,X,64.34108527131782,A
249,Y,0.0263956158139067,A
250,X,64.59948320413437,A
250,Y,0.0259766377851145,A
251,X,64.85788113695091,A
251,Y,0.0255576597563223,A
252,X,65.11627906976744,A
252,Y,0.0251386817275302,A
253,X,65.37467700258398,A
253,Y,0.0251386817275302,A
254,X,65.63307493540051,A
254,Y,0.024719703698738,A
255,X,65.89147286821705,A
255,Y,0.024719703698738,A
256,X,66.14987080103359,A
256,Y,0.024719703698738,A
257,X,66.40826873385014,A
257,Y,0.0243007256699458,A
258,X,66.66666666666667,A
258,Y,0.0243007256699458,A
259,X,66.9250645994832,A
259,Y,0.0238817476411536,A
260,X,67.18346253229974,A
260,Y,0.0238817476411536,A
261,X,67.44186046511628,A
261,Y,0.0230437915835693,A
262,X,67.70025839793281,A
262,Y,0.0230437915835693,A
263,X,67.95865633074935,A
263,Y,0.0230437915835693,A
264,X,68.21705426356588,A
264,Y,0.0226248135547771,A
265,X,68.47545219638243,A
265,Y,0.0226248135547771,A
266,X,68.73385012919897,A
266,Y,0.022205835525985,A
267,X,68.9922480620155,A
267,Y,0.0213678794684006,A
268,X,69.25064599483204,A
268,Y,0.0209489014396085,A
269,X,69.50904392764858,A
269,Y,0.0205299234108163,A
270,X,69.76744186046511,A
270,Y,0.0205299234108163,A
271,X,70.02583979328165,A
271,Y,0.0201109453820241,A
272,X,70.2842377260982,A
272,Y,0.0196919673532319,A
273,X,70.54263565891473,A
273,Y,0.0192729893244398,A
274,X,70.80103359173127,A
274,Y,0.0188540112956476,A
275,X,71.0594315245478,A
275,Y,0.0184350332668554,A
276,X,71.31782945736434,A
276,Y,0.0184350332668554,A
277,X,71.57622739018088,A
277,Y,0.0184350332668554,A
278,X,71.83462532299741,A
278,Y,0.0184350332668554,A
279,X,72.09302325581395,A
279,Y,0.0180160552380633,A
280,X,72.3514211886305,A
280,Y,0.0180160552380633,A
281,X,72.60981912144703,A
281,Y,0.0175970772092711,A
282,X,72.86821705426357,A
282,Y,0.0167591211516868,A
283,X,73.1266149870801,A
283,Y,0.0163401431228946,A
284,X,73.38501291989664,A
284,Y,0.0155021870653102,A
285,X,73.64341085271317,A
285,Y,0.0155021870653102,A
286,X,73.90180878552971,A
286,Y,0.0150832090365181,A
287,X,74.16020671834626,A
287,Y,0.0146642310077259,A
288,X,74.4186046511628,A
288,Y,0.0146642310077259,A
289,X,74.67700258397933,A
289,Y,0.0138262749501416,A
290,X,74.93540051679587,A
290,Y,0.0129883188925572,A
291,X,75.1937984496124,A
291,Y,0.0125693408637651,A
292,X,75.45219638242894,A
292,Y,0.0117313848061807,A
293,X,75.71059431524547,A
293,Y,0.0117313848061807,A
294,X,75.96899224806202,A
294,Y,0.0113124067773885,A
295,X,76.22739018087856,A
295,Y,0.0108934287485964,A
296,X,76.4857881136951,A
296,Y,0.0104744507198042,A
297,X,76.74418604651163,A
297,Y,0.010055472691012,A
298,X,77.00258397932816,A
298,Y,0.010055472691012,A
299,X,77.2609819121447,A
299,Y,0.010055472691012,A
300,X,77.51937984496124,A
300,Y,0.0096364946622199,A
301,X,77.77777777777777,A
301,Y,0.0096364946622199,A
302,X,78.03617571059432,A
302,Y,0.0096364946622199,A
303,X,78.29457364341086,A
303,Y,0.0096364946622199,A
304,X,78.55297157622739,A
304,Y,0.0092175166334277,A
305,X,78.81136950904393,A
305,Y,0.0087985386046355,A
306,X,79.06976744186046,A
306,Y,0.0083795605758434,A
307,X,79.328165374677,A
307,Y,0.0083795605758434,A
308,X,79.58656330749353,A
308,Y,0.0083795605758434,A
309,X,79.84496124031008,A
309,Y,0.0083795605758434,A
310,X,80.10335917312662,A
310,Y,0.0083795605758434,A
311,X,80.36175710594316,A
311,Y,0.0079605825470512,A
312,X,80.62015503875969,A
312,Y,0.0079605825470512,A
313,X,80.87855297157623,A
313,Y,0.007541604518259,A
314,X,81.13695090439276,A
314,Y,0.007541604518259,A
315,X,81.3953488372093,A
315,Y,0.007541604518259,A
316,X,81.65374677002583,A
316,Y,0.007541604518259,A
317,X,81.91214470284238,A
317,Y,0.0071226264894668,A
318,X,82.17054263565892,A
318,Y,0.0067036484606747,A
319,X,82.42894056847545,A
319,Y,0.0067036484606747,A
320,X,82.68733850129199,A
320,Y,0.0067036484606747,A
321,X,82.94573643410853,A
321,Y,0.0067036484606747,A
322,X,83.20413436692506,A
322,Y,0.0067036484606747,A
323,X,83.4625322997416,A
323,Y,0.0062846704318825,A
324,X,83.72093023255815,A
324,Y,0.0062846704318825,A
325,X,83.97932816537468,A
325,Y,0.0062846704318825,A
326,X,84.23772609819122,A
326,Y,0.0058656924030903,A
327,X,84.49612403100775,A
327,Y,0.0058656924030903,A
328,X,84.75452196382429,A
328,Y,0.0058656924030903,A
329,X,85.01291989664082,A
329,Y,0.0058656924030903,A
330,X,85.27131782945736,A
330,Y,0.0054467143742982,A
331,X,85.5297157622739,A
331,Y,0.0054467143742982,A
332,X,85.78811369509044,A
332,Y,0.0054467143742982,A
333,X,86.04651162790698,A
333,Y,0.005027736345506,A
334,X,86.30490956072352,A
334,Y,0.005027736345506,A
335,X,86.56330749354005,A
335,Y,0.005027736345506,A
336,X,86.82170542635659,A
336,Y,0.0046087583167138,A
337,X,87.08010335917312,A
337,Y,0.0046087583167138,A
338,X,87.33850129198966,A
338,Y,0.0046087583167138,A
339,X,87.59689922480621,A
339,Y,0.0046087583167138,A
340,X,87.85529715762274,A
340,Y,0.0046087583167138,A
341,X,88.11369509043928,A
341,Y,0.0041897802879217,A
342,X,88.37209302325581,A
342,Y,0.0041897802879217,A
343,X,88.63049095607235,A
343,Y,0.0041897802879217,A
344,X,88.88888888888889,A
344,Y,0.0041897802879217,A
345,X,89.14728682170542,A
345,Y,0.0041897802879217,A
346,X,89.40568475452196,A
346,Y,0.0037708022591295,A
347,X,89.6640826873385,A
347,Y,0.0037708022591295,A
348,X,89.92248062015504,A
348,Y,0.0037708022591295,A
349,X,90.18087855297158,A
349,Y,0.0037708022591295,A
350,X,90.43927648578811,A
350,Y,0.0037708022591295,A
351,X,90.69767441860465,A
351,Y,0.0037708022591295,A
352,X,90.95607235142118,A
352,Y,0.0033518242303373,A
353,X,91.21447028423772,A
353,Y,0.0033518242303373,A
354,X,91.47286821705427,A
354,Y,0.0033518242303373,A
355,X,91.7312661498708,A
355,Y,0.0033518242303373,A
356,X,91.98966408268734,A
356,Y,0.0033518242303373,A
357,X,92.24806201550388,A
357,Y,0.0029328462015451,A
358,X,92.50645994832041,A
358,Y,0.0029328462015451,A
359,X,92.76485788113695,A
359,Y,0.002513868172753,A
360,X,93.02325581395348,A
360,Y,0.002513868172753,A
361,X,93.28165374677003,A
361,Y,0.002513868172753,A
362,X,93.54005167958657,A
362,Y,0.002513868172753,A
363,X,93.7984496124031,A
363,Y,0.002513868172753,A
364,X,94.05684754521964,A
364,Y,0.002513868172753,A
365,X,94.31524547803618,A
365,Y,0.0020948901439608,A
366,X,94.57364341085271,A
366,Y,0.0020948901439608,A
367,X,94.83204134366925,A
367,Y,0.0020948901439608,A
368,X,95.09043927648578,A
368,Y,0.0020948901439608,A
369,X,95.34883720930233,A
369,Y,0.0016759121151686,A
370,X,95.60723514211887,A
370,Y,0.0016759121151686,A
371,X,95.8656330749354,A
371,Y,0.0012569340863765,A
372,X,96.12403100775194,A
372,Y,0.0012569340863765,A
373,X,96.38242894056847,A
373,Y,0.0012569340863765,A
374,X,96.64082687338501,A
374,Y,0.0012569340863765,A
375,X,96.89922480620154,A
375,Y,0.0012569340863765,A
376,X,97.1576227390181,A
376,Y,0.0012569340863765,A
377,X,97.41602067183463,A
377,Y,0.0012569340863765,A
378,X,97.67441860465117,A
378,Y,0.0008379560575843,A
379,X,97.9328165374677,A
379,Y,0.0008379560575843,A
380,X,98.19121447028424,A
380,Y,0.0008379560575843,A
381,X,98.44961240310077,A
381,Y,0.0008379560575843,A
382,X,98.70801033591731,A
382,Y,0.0004189780287921,A
383,X,98.96640826873384,A
383,Y,0.0004189780287921,A
384,X,99.2248062015504,A
384,Y,0.0004189780287921,A
385,X,99.48320413436693,A
385,Y,0.0004189780287921,A
386,X,99.74160206718346,A
386,Y,0.0004189780287921,A
0,TaxonomyValue,Applied Sciences,B
0,TaxonomyLevel,Umbrella,B
0,X,1.0,B
0,Y,1.0,B
0,Subplot,Applied Sciences,B
1,TaxonomyValue,Applied Sciences,B
1,TaxonomyLevel,Umbrella,B
1,X,0.997,B
1,Y,1.0,B
1,Subplot,Applied Sciences,B
2,TaxonomyValue,Applied Sciences,B
2,TaxonomyLevel,Umbrella,B
2,X,0.993,B
2,Y,1.0,B
2,Subplot,Applied Sciences,B
3,TaxonomyValue,Applied Sciences,B
3,TaxonomyLevel,Umbrella,B
3,X,0.99,B
3,Y,1.0,B
3,Subplot,Applied Sciences,B
4,TaxonomyValue,Applied Sciences,B
4,TaxonomyLevel,Umbrella,B
4,X,0.986,B
4,Y,1.0,B
4,Subplot,Applied Sciences,B
5,TaxonomyValue,Applied Sciences,B
5,TaxonomyLevel,Umbrella,B
5,X,0.983,B
5,Y,1.0,B
5,Subplot,Applied Sciences,B
6,TaxonomyValue,Applied Sciences,B
6,TaxonomyLevel,Umbrella,B
6,X,0.979,B
6,Y,1.0,B
6,Subplot,Applied Sciences,B
7,TaxonomyValue,Applied Sciences,B
7,TaxonomyLevel,Umbrella,B
7,X,0.976,B
7,Y,1.0,B
7,Subplot,Applied Sciences,B
8,TaxonomyValue,Applied Sciences,B
8,TaxonomyLevel,Umbrella,B
8,X,0.972,B
8,Y,1.0,B
8,Subplot,Applied Sciences,B
9,TaxonomyValue,Applied Sciences,B
9,TaxonomyLevel,Umbrella,B
9,X,0.969,B
9,Y,1.0,B
9,Subplot,Applied Sciences,B
10,TaxonomyValue,Applied Sciences,B
10,TaxonomyLevel,Umbrella,B
10,X,0.965,B
10,Y,1.0,B
10,Subplot,Applied Sciences,B
11,TaxonomyValue,Applied Sciences,B
11,TaxonomyLevel,Umbrella,B
11,X,0.962,B
11,Y,1.0,B
11,Subplot,Applied Sciences,B
12,TaxonomyValue,Applied Sciences,B
12,TaxonomyLevel,Umbrella,B
12,X,0.958,B
12,Y,1.0,B
12,Subplot,Applied Sciences,B
13,TaxonomyValue,Applied Sciences,B
13,TaxonomyLevel,Umbrella,B
13,X,0.955,B
13,Y,0.999,B
13,Subplot,Applied Sciences,B
14,TaxonomyValue,Applied Sciences,B
14,TaxonomyLevel,Umbrella,B
14,X,0.951,B
14,Y,0.999,B
14,Subplot,Applied Sciences,B
15,TaxonomyValue,Applied Sciences,B
15,TaxonomyLevel,Umbrella,B
15,X,0.948,B
15,Y,0.999,B
15,Subplot,Applied Sciences,B
16,TaxonomyValue,Applied Sciences,B
16,TaxonomyLevel,Umbrella,B
16,X,0.944,B
16,Y,0.999,B
16,Subplot,Applied Sciences,B
17,TaxonomyValue,Applied Sciences,B
17,TaxonomyLevel,Umbrella,B
17,X,0.941,B
17,Y,0.999,B
17,Subplot,Applied Sciences,B
18,TaxonomyValue,Applied Sciences,B
18,TaxonomyLevel,Umbrella,B
18,X,0.937,B
18,Y,0.999,B
18,Subplot,Applied Sciences,B
19,TaxonomyValue,Applied Sciences,B
19,TaxonomyLevel,Umbrella,B
19,X,0.934,B
19,Y,0.999,B
19,Subplot,Applied Sciences,B
20,TaxonomyValue,Applied Sciences,B
20,TaxonomyLevel,Umbrella,B
20,X,0.93,B
20,Y,0.999,B
20,Subplot,Applied Sciences,B
21,TaxonomyValue,Applied Sciences,B
21,TaxonomyLevel,Umbrella,B
21,X,0.927,B
21,Y,0.999,B
21,Subplot,Applied Sciences,B
22,TaxonomyValue,Applied Sciences,B
22,TaxonomyLevel,Umbrella,B
22,X,0.923,B
22,Y,0.999,B
22,Subplot,Applied Sciences,B
23,TaxonomyValue,Applied Sciences,B
23,TaxonomyLevel,Umbrella,B
23,X,0.92,B
23,Y,0.999,B
23,Subplot,Applied Sciences,B
24,TaxonomyValue,Applied Sciences,B
24,TaxonomyLevel,Umbrella,B
24,X,0.916,B
24,Y,0.999,B
24,Subplot,Applied Sciences,B
25,TaxonomyValue,Applied Sciences,B
25,TaxonomyLevel,Umbrella,B
25,X,0.913,B
25,Y,0.999,B
25,Subplot,Applied Sciences,B
26,TaxonomyValue,Applied Sciences,B
26,TaxonomyLevel,Umbrella,B
26,X,0.909,B
26,Y,0.999,B
26,Subplot,Applied Sciences,B
27,TaxonomyValue,Applied Sciences,B
27,TaxonomyLevel,Umbrella,B
27,X,0.906,B
27,Y,0.999,B
27,Subplot,Applied Sciences,B
28,TaxonomyValue,Applied Sciences,B
28,TaxonomyLevel,Umbrella,B
28,X,0.902,B
28,Y,0.999,B
28,Subplot,Applied Sciences,B
29,TaxonomyValue,Applied Sciences,B
29,TaxonomyLevel,Umbrella,B
29,X,0.899,B
29,Y,0.999,B
29,Subplot,Applied Sciences,B
