Element,Attribute,Value,Subfigure
1867,TaxonomyLevel,Field,B
1867,X,0.107,B
1867,Y,0.443,B
1867,Line,Applied Sciences,B
1868,TaxonomyValue,Plant Sciences,B
1868,TaxonomyLevel,Field,B
1868,X,0.116,B
1868,Y,0.465,B
1868,Line,Applied Sciences,B
1869,TaxonomyValue,Plant Sciences,B
1869,TaxonomyLevel,Field,B
1869,X,0.125,B
1869,Y,0.487,B
1869,Line,Applied Sciences,B
1870,TaxonomyValue,Plant Sciences,B
1870,TaxonomyLevel,Field,B
1870,X,0.134,B
1870,Y,0.508,B
1870,Line,Applied Sciences,B
1871,TaxonomyValue,Plant Sciences,B
1871,TaxonomyLevel,Field,B
1871,X,0.143,B
1871,Y,0.529,B
1871,Line,Applied Sciences,B
1872,TaxonomyValue,Plant Sciences,B
1872,TaxonomyLevel,Field,B
1872,X,0.152,B
1872,Y,0.549,B
1872,Line,Applied Sciences,B
1873,TaxonomyValue,Plant Sciences,B
1873,TaxonomyLevel,Field,B
1873,X,0.161,B
1873,Y,0.568,B
1873,Line,Applied Sciences,B
1874,TaxonomyValue,Plant Sciences,B
1874,TaxonomyLevel,Field,B
1874,X,0.17,B
1874,Y,0.586,B
1874,Line,Applied Sciences,B
1875,TaxonomyValue,Plant Sciences,B
1875,TaxonomyLevel,Field,B
1875,X,0.179,B
1875,Y,0.604,B
1875,Line,Applied Sciences,B
1876,TaxonomyValue,Plant Sciences,B
1876,TaxonomyLevel,Field,B
1876,X,0.187,B
1876,Y,0.623,B
1876,Line,Applied Sciences,B
1877,TaxonomyValue,Plant Sciences,B
1877,TaxonomyLevel,Field,B
1877,X,0.196,B
1877,Y,0.641,B
1877,Line,Applied Sciences,B
1878,TaxonomyValue,Plant Sciences,B
1878,TaxonomyLevel,Field,B
1878,X,0.205,B
1878,Y,0.658,B
1878,Line,Applied Sciences,B
1879,TaxonomyValue,Plant Sciences,B
1879,TaxonomyLevel,Field,B
1879,X,0.214,B
1879,Y,0.674,B
1879,Line,Applied Sciences,B
1880,TaxonomyValue,Plant Sciences,B
1880,TaxonomyLevel,Field,B
1880,X,0.223,B
1880,Y,0.69,B
1880,Line,Applied Sciences,B
1881,TaxonomyValue,Plant Sciences,B
1881,TaxonomyLevel,Field,B
1881,X,0.232,B
1881,Y,0.705,B
1881,Line,Applied Sciences,B
1882,TaxonomyValue,Plant Sciences,B
1882,TaxonomyLevel,Field,B
1882,X,0.241,B
1882,Y,0.719,B
1882,Line,Applied Sciences,B
1883,TaxonomyValue,Plant Sciences,B
1883,TaxonomyLevel,Field,B
1883,X,0.25,B
1883,Y,0.732,B
1883,Line,Applied Sciences,B
1884,TaxonomyValue,Plant Sciences,B
1884,TaxonomyLevel,Field,B
1884,X,0.259,B
1884,Y,0.744,B
1884,Line,Applied Sciences,B
1885,TaxonomyValue,Plant Sciences,B
1885,TaxonomyLevel,Field,B
1885,X,0.268,B
1885,Y,0.756,B
1885,Line,Applied Sciences,B
1886,TaxonomyValue,Plant Sciences,B
1886,TaxonomyLevel,Field,B
1886,X,0.277,B
1886,Y,0.766,B
1886,Line,Applied Sciences,B
1887,TaxonomyValue,Plant Sciences,B
1887,TaxonomyLevel,Field,B
1887,X,0.286,B
1887,Y,0.777,B
1887,Line,Applied Sciences,B
1888,TaxonomyValue,Plant Sciences,B
1888,TaxonomyLevel,Field,B
1888,X,0.295,B
1888,Y,0.787,B
1888,Line,Applied Sciences,B
1889,TaxonomyValue,Plant Sciences,B
1889,TaxonomyLevel,Field,B
1889,X,0.304,B
1889,Y,0.797,B
1889,Line,Applied Sciences,B
1890,TaxonomyValue,Plant Sciences,B
1890,TaxonomyLevel,Field,B
1890,X,0.313,B
1890,Y,0.805,B
1890,Line,Applied Sciences,B
1891,TaxonomyValue,Plant Sciences,B
1891,TaxonomyLevel,Field,B
1891,X,0.321,B
1891,Y,0.814,B
1891,Line,Applied Sciences,B
1892,TaxonomyValue,Plant Sciences,B
1892,TaxonomyLevel,Field,B
1892,X,0.33,B
1892,Y,0.822,B
1892,Line,Applied Sciences,B
1893,TaxonomyValue,Plant Sciences,B
1893,TaxonomyLevel,Field,B
1893,X,0.339,B
1893,Y,0.83,B
1893,Line,Applied Sciences,B
1894,TaxonomyValue,Plant Sciences,B
1894,TaxonomyLevel,Field,B
1894,X,0.348,B
1894,Y,0.838,B
1894,Line,Applied Sciences,B
1895,TaxonomyValue,Plant Sciences,B
1895,TaxonomyLevel,Field,B
1895,X,0.357,B
1895,Y,0.846,B
1895,Line,Applied Sciences,B
1896,TaxonomyValue,Plant Sciences,B
1896,TaxonomyLevel,Field,B
1896,X,0.366,B
1896,Y,0.853,B
1896,Line,Applied Sciences,B
1897,TaxonomyValue,Plant Sciences,B
1897,TaxonomyLevel,Field,B
1897,X,0.375,B
1897,Y,0.86,B
1897,Line,Applied Sciences,B
1898,TaxonomyValue,Plant Sciences,B
1898,TaxonomyLevel,Field,B
1898,X,0.384,B
1898,Y,0.866,B
1898,Line,Applied Sciences,B
1899,TaxonomyValue,Plant Sciences,B
1899,TaxonomyLevel,Field,B
1899,X,0.393,B
1899,Y,0.872,B
1899,Line,Applied Sciences,B
1900,TaxonomyValue,Plant Sciences,B
1900,TaxonomyLevel,Field,B
1900,X,0.402,B
1900,Y,0.878,B
1900,Line,Applied Sciences,B
1901,TaxonomyValue,Plant Sciences,B
1901,TaxonomyLevel,Field,B
1901,X,0.411,B
1901,Y,0.883,B
1901,Line,Applied Sciences,B
1902,TaxonomyValue,Plant Sciences,B
1902,TaxonomyLevel,Field,B
1902,X,0.42,B
1902,Y,0.888,B
1902,Line,Applied Sciences,B
1903,TaxonomyValue,Plant Sciences,B
1903,TaxonomyLevel,Field,B
1903,X,0.429,B
1903,Y,0.893,B
1903,Line,Applied Sciences,B
1904,TaxonomyValue,Plant Sciences,B
1904,TaxonomyLevel,Field,B
1904,X,0.438,B
1904,Y,0.897,B
1904,Line,Applied Sciences,B
1905,TaxonomyValue,Plant Sciences,B
1905,TaxonomyLevel,Field,B
1905,X,0.446,B
1905,Y,0.902,B
1905,Line,Applied Sciences,B
1906,TaxonomyValue,Plant Sciences,B
1906,TaxonomyLevel,Field,B
1906,X,0.455,B
1906,Y,0.906,B
1906,Line,Applied Sciences,B
1907,TaxonomyValue,Plant Sciences,B
1907,TaxonomyLevel,Field,B
1907,X,0.464,B
1907,Y,0.91,B
1907,Line,Applied Sciences,B
1908,TaxonomyValue,Plant Sciences,B
1908,TaxonomyLevel,Field,B
1908,X,0.473,B
1908,Y,0.913,B
1908,Line,Applied Sciences,B
1909,TaxonomyValue,Plant Sciences,B
1909,TaxonomyLevel,Field,B
1909,X,0.482,B
1909,Y,0.917,B
1909,Line,Applied Sciences,B
1910,TaxonomyValue,Plant Sciences,B
1910,TaxonomyLevel,Field,B
1910,X,0.491,B
1910,Y,0.92,B
1910,Line,Applied Sciences,B
1911,TaxonomyValue,Plant Sciences,B
1911,TaxonomyLevel,Field,B
1911,X,0.5,B
1911,Y,0.924,B
1911,Line,Applied Sciences,B
1912,TaxonomyValue,Plant Sciences,B
1912,TaxonomyLevel,Field,B
1912,X,0.509,B
1912,Y,0.927,B
1912,Line,Applied Sciences,B
1913,TaxonomyValue,Plant Sciences,B
1913,TaxonomyLevel,Field,B
1913,X,0.518,B
1913,Y,0.93,B
1913,Line,Applied Sciences,B
1914,TaxonomyValue,Plant Sciences,B
1914,TaxonomyLevel,Field,B
1914,X,0.527,B
1914,Y,0.933,B
1914,Line,Applied Sciences,B
1915,TaxonomyValue,Plant Sciences,B
1915,TaxonomyLevel,Field,B
1915,X,0.536,B
1915,Y,0.936,B
1915,Line,Applied Sciences,B
1916,TaxonomyValue,Plant Sciences,B
1916,TaxonomyLevel,Field,B
1916,X,0.545,B
1916,Y,0.938,B
1916,Line,Applied Sciences,B
1917,TaxonomyValue,Plant Sciences,B
1917,TaxonomyLevel,Field,B
1917,X,0.554,B
1917,Y,0.94,B
1917,Line,Applied Sciences,B
1918,TaxonomyValue,Plant Sciences,B
1918,TaxonomyLevel,Field,B
1918,X,0.563,B
1918,Y,0.942,B
1918,Line,Applied Sciences,B
1919,TaxonomyValue,Plant Sciences,B
1919,TaxonomyLevel,Field,B
1919,X,0.571,B
1919,Y,0.944,B
1919,Line,Applied Sciences,B
1920,TaxonomyValue,Plant Sciences,B
1920,TaxonomyLevel,Field,B
1920,X,0.58,B
1920,Y,0.946,B
1920,Line,Applied Sciences,B
1921,TaxonomyValue,Plant Sciences,B
1921,TaxonomyLevel,Field,B
1921,X,0.589,B
1921,Y,0.949,B
1921,Line,Applied Sciences,B
1922,TaxonomyValue,Plant Sciences,B
1922,TaxonomyLevel,Field,B
1922,X,0.598,B
1922,Y,0.951,B
1922,Line,Applied Sciences,B
1923,TaxonomyValue,Plant Sciences,B
1923,TaxonomyLevel,Field,B
1923,X,0.607,B
1923,Y,0.953,B
1923,Line,Applied Sciences,B
1924,TaxonomyValue,Plant Sciences,B
1924,TaxonomyLevel,Field,B
1924,X,0.616,B
1924,Y,0.955,B
1924,Line,Applied Sciences,B
1925,TaxonomyValue,Plant Sciences,B
1925,TaxonomyLevel,Field,B
1925,X,0.625,B
1925,Y,0.957,B
1925,Line,Applied Sciences,B
1926,TaxonomyValue,Plant Sciences,B
1926,TaxonomyLevel,Field,B
1926,X,0.634,B
1926,Y,0.96,B
1926,Line,Applied Sciences,B
1927,TaxonomyValue,Plant Sciences,B
1927,TaxonomyLevel,Field,B
1927,X,0.643,B
1927,Y,0.962,B
1927,Line,Applied Sciences,B
1928,TaxonomyValue,Plant Sciences,B
1928,TaxonomyLevel,Field,B
1928,X,0.652,B
1928,Y,0.964,B
1928,Line,Applied Sciences,B
1929,TaxonomyValue,Plant Sciences,B
1929,TaxonomyLevel,Field,B
1929,X,0.661,B
1929,Y,0.965,B
1929,Line,Applied Sciences,B
1930,TaxonomyValue,Plant Sciences,B
1930,TaxonomyLevel,Field,B
1930,X,0.67,B
1930,Y,0.967,B
1930,Line,Applied Sciences,B
1931,TaxonomyValue,Plant Sciences,B
1931,TaxonomyLevel,Field,B
1931,X,0.679,B
1931,Y,0.968,B
1931,Line,Applied Sciences,B
1932,TaxonomyValue,Plant Sciences,B
1932,TaxonomyLevel,Field,B
1932,X,0.687,B
1932,Y,0.97,B
1932,Line,Applied Sciences,B
1933,TaxonomyValue,Plant Sciences,B
1933,TaxonomyLevel,Field,B
1933,X,0.696,B
1933,Y,0.971,B
1933,Line,Applied Sciences,B
1934,TaxonomyValue,Plant Sciences,B
1934,TaxonomyLevel,Field,B
1934,X,0.705,B
1934,Y,0.973,B
1934,Line,Applied Sciences,B
1935,TaxonomyValue,Plant Sciences,B
1935,TaxonomyLevel,Field,B
1935,X,0.714,B
1935,Y,0.974,B
1935,Line,Applied Sciences,B
1936,TaxonomyValue,Plant Sciences,B
1936,TaxonomyLevel,Field,B
1936,X,0.723,B
1936,Y,0.975,B
1936,Line,Applied Sciences,B
1937,TaxonomyValue,Plant Sciences,B
1937,TaxonomyLevel,Field,B
1937,X,0.732,B
1937,Y,0.977,B
1937,Line,Applied Sciences,B
1938,TaxonomyValue,Plant Sciences,B
1938,TaxonomyLevel,Field,B
1938,X,0.741,B
1938,Y,0.978,B
1938,Line,Applied Sciences,B
1939,TaxonomyValue,Plant Sciences,B
1939,TaxonomyLevel,Field,B
1939,X,0.75,B
1939,Y,0.98,B
1939,Line,Applied Sciences,B
1940,TaxonomyValue,Plant Sciences,B
1940,TaxonomyLevel,Field,B
1940,X,0.759,B
1940,Y,0.98,B
1940,Line,Applied Sciences,B
1941,TaxonomyValue,Plant Sciences,B
1941,TaxonomyLevel,Field,B
1941,X,0.768,B
1941,Y,0.981,B
1941,Line,Applied Sciences,B
1942,TaxonomyValue,Plant Sciences,B
1942,TaxonomyLevel,Field,B
1942,X,0.777,B
1942,Y,0.982,B
1942,Line,Applied Sciences,B
1943,TaxonomyValue,Plant Sciences,B
1943,TaxonomyLevel,Field,B
1943,X,0.786,B
1943,Y,0.983,B
1943,Line,Applied Sciences,B
1944,TaxonomyValue,Plant Sciences,B
1944,TaxonomyLevel,Field,B
1944,X,0.795,B
1944,Y,0.983,B
1944,Line,Applied Sciences,B
1945,TaxonomyValue,Plant Sciences,B
1945,TaxonomyLevel,Field,B
1945,X,0.804,B
1945,Y,0.984,B
1945,Line,Applied Sciences,B
1946,TaxonomyValue,Plant Sciences,B
1946,TaxonomyLevel,Field,B
1946,X,0.812,B
1946,Y,0.985,B
1946,Line,Applied Sciences,B
1947,TaxonomyValue,Plant Sciences,B
1947,TaxonomyLevel,Field,B
1947,X,0.821,B
1947,Y,0.986,B
1947,Line,Applied Sciences,B
1948,TaxonomyValue,Plant Sciences,B
1948,TaxonomyLevel,Field,B
1948,X,0.83,B
1948,Y,0.986,B
1948,Line,Applied Sciences,B
1949,TaxonomyValue,Plant Sciences,B
1949,TaxonomyLevel,Field,B
1949,X,0.839,B
1949,Y,0.987,B
1949,Line,Applied Sciences,B
1950,TaxonomyValue,Plant Sciences,B
1950,TaxonomyLevel,Field,B
1950,X,0.848,B
1950,Y,0.988,B
1950,Line,Applied Sciences,B
1951,TaxonomyValue,Plant Sciences,B
1951,TaxonomyLevel,Field,B
1951,X,0.857,B
1951,Y,0.988,B
1951,Line,Applied Sciences,B
1952,TaxonomyValue,Plant Sciences,B
1952,TaxonomyLevel,Field,B
1952,X,0.866,B
1952,Y,0.989,B
1952,Line,Applied Sciences,B
1953,TaxonomyValue,Plant Sciences,B
1953,TaxonomyLevel,Field,B
1953,X,0.875,B
1953,Y,0.99,B
1953,Line,Applied Sciences,B
1954,TaxonomyValue,Plant Sciences,B
1954,TaxonomyLevel,Field,B
1954,X,0.884,B
1954,Y,0.991,B
1954,Line,Applied Sciences,B
1955,TaxonomyValue,Plant Sciences,B
1955,TaxonomyLevel,Field,B
1955,X,0.893,B
1955,Y,0.991,B
1955,Line,Applied Sciences,B
1956,TaxonomyValue,Plant Sciences,B
1956,TaxonomyLevel,Field,B
1956,X,0.902,B
1956,Y,0.992,B
1956,Line,Applied Sciences,B
1957,TaxonomyValue,Plant Sciences,B
1957,TaxonomyLevel,Field,B
1957,X,0.911,B
1957,Y,0.993,B
1957,Line,Applied Sciences,B
1958,TaxonomyValue,Plant Sciences,B
1958,TaxonomyLevel,Field,B
1958,X,0.92,B
1958,Y,0.993,B
1958,Line,Applied Sciences,B
1959,TaxonomyValue,Plant Sciences,B
1959,TaxonomyLevel,Field,B
1959,X,0.929,B
1959,Y,0.994,B
1959,Line,Applied Sciences,B
1960,TaxonomyValue,Plant Sciences,B
1960,TaxonomyLevel,Field,B
1960,X,0.937,B
1960,Y,0.995,B
1960,Line,Applied Sciences,B
1961,TaxonomyValue,Plant Sciences,B
1961,TaxonomyLevel,Field,B
1961,X,0.946,B
1961,Y,0.996,B
1961,Line,Applied Sciences,B
1962,TaxonomyValue,Plant Sciences,B
1962,TaxonomyLevel,Field,B
1962,X,0.955,B
1962,Y,0.996,B
1962,Line,Applied Sciences,B
1963,TaxonomyValue,Plant Sciences,B
1963,TaxonomyLevel,Field,B
1963,X,0.964,B
1963,Y,0.997,B
1963,Line,Applied Sciences,B
1964,TaxonomyValue,Plant Sciences,B
1964,TaxonomyLevel,Field,B
1964,X,0.973,B
1964,Y,0.998,B
1964,Line,Applied Sciences,B
1965,TaxonomyValue,Plant Sciences,B
1965,TaxonomyLevel,Field,B
1965,X,0.982,B
1965,Y,0.999,B
1965,Line,Applied Sciences,B
1966,TaxonomyValue,Plant Sciences,B
1966,TaxonomyLevel,Field,B
1966,X,0.991,B
1966,Y,0.999,B
1966,Line,Applied Sciences,B
1967,TaxonomyValue,Plant Sciences,B
1967,TaxonomyLevel,Field,B
1967,X,1.0,B
1967,Y,1.0,B
1967,Line,Applied Sciences,B
1968,TaxonomyValue,Soil Science,B
1968,TaxonomyLevel,Field,B
1968,X,0.0,B
1968,Y,0.0,B
1968,Line,Applied Sciences,B
1969,TaxonomyValue,Soil Science,B
1969,TaxonomyLevel,Field,B
1969,X,0.011,B
1969,Y,0.053,B
1969,Line,Applied Sciences,B
1970,TaxonomyValue,Soil Science,B
1970,TaxonomyLevel,Field,B
1970,X,0.021,B
1970,Y,0.103,B
1970,Line,Applied Sciences,B
1971,TaxonomyValue,Soil Science,B
1971,TaxonomyLevel,Field,B
1971,X,0.032,B
1971,Y,0.147,B
1971,Line,Applied Sciences,B
1972,TaxonomyValue,Soil Science,B
1972,TaxonomyLevel,Field,B
1972,X,0.042,B
1972,Y,0.189,B
1972,Line,Applied Sciences,B
1973,TaxonomyValue,Soil Science,B
1973,TaxonomyLevel,Field,B
1973,X,0.053,B
1973,Y,0.23,B
1973,Line,Applied Sciences,B
1974,TaxonomyValue,Soil Science,B
1974,TaxonomyLevel,Field,B
1974,X,0.063,B
1974,Y,0.268,B
1974,Line,Applied Sciences,B
1975,TaxonomyValue,Soil Science,B
1975,TaxonomyLevel,Field,B
1975,X,0.074,B
1975,Y,0.304,B
1975,Line,Applied Sciences,B
1976,TaxonomyValue,Soil Science,B
1976,TaxonomyLevel,Field,B
1976,X,0.084,B
1976,Y,0.34,B
1976,Line,Applied Sciences,B
1977,TaxonomyValue,Soil Science,B
1977,TaxonomyLevel,Field,B
1977,X,0.095,B
1977,Y,0.371,B
1977,Line,Applied Sciences,B
1978,TaxonomyValue,Soil Science,B
1978,TaxonomyLevel,Field,B
1978,X,0.105,B
1978,Y,0.402,B
1978,Line,Applied Sciences,B
1979,TaxonomyValue,Soil Science,B
1979,TaxonomyLevel,Field,B
1979,X,0.116,B
1979,Y,0.432,B
1979,Line,Applied Sciences,B
1980,TaxonomyValue,Soil Science,B
1980,TaxonomyLevel,Field,B
1980,X,0.126,B
1980,Y,0.461,B
1980,Line,Applied Sciences,B
1981,TaxonomyValue,Soil Science,B
1981,TaxonomyLevel,Field,B
1981,X,0.137,B
1981,Y,0.488,B
1981,Line,Applied Sciences,B
1982,TaxonomyValue,Soil Science,B
1982,TaxonomyLevel,Field,B
1982,X,0.147,B
1982,Y,0.515,B
1982,Line,Applied Sciences,B
1983,TaxonomyValue,Soil Science,B
1983,TaxonomyLevel,Field,B
1983,X,0.158,B
1983,Y,0.541,B
1983,Line,Applied Sciences,B
1984,TaxonomyValue,Soil Science,B
1984,TaxonomyLevel,Field,B
1984,X,0.168,B
1984,Y,0.566,B
1984,Line,Applied Sciences,B
1985,TaxonomyValue,Soil Science,B
1985,TaxonomyLevel,Field,B
1985,X,0.179,B
1985,Y,0.588,B
1985,Line,Applied Sciences,B
1986,TaxonomyValue,Soil Science,B
1986,TaxonomyLevel,Field,B
1986,X,0.189,B
1986,Y,0.608,B
1986,Line,Applied Sciences,B
1987,TaxonomyValue,Soil Science,B
1987,TaxonomyLevel,Field,B
1987,X,0.2,B
1987,Y,0.629,B
1987,Line,Applied Sciences,B
1988,TaxonomyValue,Soil Science,B
1988,TaxonomyLevel,Field,B
1988,X,0.211,B
1988,Y,0.648,B
1988,Line,Applied Sciences,B
1989,TaxonomyValue,Soil Science,B
1989,TaxonomyLevel,Field,B
1989,X,0.221,B
1989,Y,0.667,B
1989,Line,Applied Sciences,B
1990,TaxonomyValue,Soil Science,B
1990,TaxonomyLevel,Field,B
1990,X,0.232,B
1990,Y,0.685,B
1990,Line,Applied Sciences,B
1991,TaxonomyValue,Soil Science,B
1991,TaxonomyLevel,Field,B
1991,X,0.242,B
1991,Y,0.702,B
1991,Line,Applied Sciences,B
1992,TaxonomyValue,Soil Science,B
1992,TaxonomyLevel,Field,B
1992,X,0.253,B
1992,Y,0.72,B
1992,Line,Applied Sciences,B
1993,TaxonomyValue,Soil Science,B
1993,TaxonomyLevel,Field,B
1993,X,0.263,B
1993,Y,0.737,B
1993,Line,Applied Sciences,B
1994,TaxonomyValue,Soil Science,B
1994,TaxonomyLevel,Field,B
1994,X,0.274,B
1994,Y,0.753,B
1994,Line,Applied Sciences,B
1995,TaxonomyValue,Soil Science,B
1995,TaxonomyLevel,Field,B
1995,X,0.284,B
1995,Y,0.767,B
1995,Line,Applied Sciences,B
1996,TaxonomyValue,Soil Science,B
1996,TaxonomyLevel,Field,B
1996,X,0.295,B
1996,Y,0.782,B
1996,Line,Applied Sciences,B
1997,TaxonomyValue,Soil Science,B
1997,TaxonomyLevel,Field,B
1997,X,0.305,B
1997,Y,0.796,B
1997,Line,Applied Sciences,B
1998,TaxonomyValue,Soil Science,B
1998,TaxonomyLevel,Field,B
1998,X,0.316,B
1998,Y,0.809,B
1998,Line,Applied Sciences,B
1999,TaxonomyValue,Soil Science,B
1999,TaxonomyLevel,Field,B
1999,X,0.326,B
1999,Y,0.821,B
1999,Line,Applied Sciences,B
2000,TaxonomyValue,Soil Science,B
2000,TaxonomyLevel,Field,B
2000,X,0.337,B
2000,Y,0.833,B
2000,Line,Applied Sciences,B
2001,TaxonomyValue,Soil Science,B
2001,TaxonomyLevel,Field,B
2001,X,0.347,B
2001,Y,0.842,B
2001,Line,Applied Sciences,B
2002,TaxonomyValue,Soil Science,B
2002,TaxonomyLevel,Field,B
2002,X,0.358,B
2002,Y,0.851,B
2002,Line,Applied Sciences,B
2003,TaxonomyValue,Soil Science,B
2003,TaxonomyLevel,Field,B
2003,X,0.368,B
2003,Y,0.86,B
2003,Line,Applied Sciences,B
2004,TaxonomyValue,Soil Science,B
2004,TaxonomyLevel,Field,B
2004,X,0.379,B
2004,Y,0.869,B
2004,Line,Applied Sciences,B
2005,TaxonomyValue,Soil Science,B
2005,TaxonomyLevel,Field,B
2005,X,0.389,B
2005,Y,0.876,B
2005,Line,Applied Sciences,B
2006,TaxonomyValue,Soil Science,B
2006,TaxonomyLevel,Field,B
2006,X,0.4,B
2006,Y,0.884,B
2006,Line,Applied Sciences,B
2007,TaxonomyValue,Soil Science,B
2007,TaxonomyLevel,Field,B
2007,X,0.411,B
2007,Y,0.89,B
2007,Line,Applied Sciences,B
2008,TaxonomyValue,Soil Science,B
2008,TaxonomyLevel,Field,B
2008,X,0.421,B
2008,Y,0.896,B
2008,Line,Applied Sciences,B
2009,TaxonomyValue,Soil Science,B
2009,TaxonomyLevel,Field,B
2009,X,0.432,B
2009,Y,0.901,B
2009,Line,Applied Sciences,B
2010,TaxonomyValue,Soil Science,B
2010,TaxonomyLevel,Field,B
2010,X,0.442,B
2010,Y,0.907,B
2010,Line,Applied Sciences,B
2011,TaxonomyValue,Soil Science,B
2011,TaxonomyLevel,Field,B
2011,X,0.453,B
2011,Y,0.912,B
2011,Line,Applied Sciences,B
2012,TaxonomyValue,Soil Science,B
2012,TaxonomyLevel,Field,B
2012,X,0.463,B
2012,Y,0.916,B
2012,Line,Applied Sciences,B
2013,TaxonomyValue,Soil Science,B
2013,TaxonomyLevel,Field,B
2013,X,0.474,B
2013,Y,0.921,B
2013,Line,Applied Sciences,B
2014,TaxonomyValue,Soil Science,B
2014,TaxonomyLevel,Field,B
2014,X,0.484,B
2014,Y,0.925,B
2014,Line,Applied Sciences,B
2015,TaxonomyValue,Soil Science,B
2015,TaxonomyLevel,Field,B
2015,X,0.495,B
2015,Y,0.928,B
2015,Line,Applied Sciences,B
2016,TaxonomyValue,Soil Science,B
2016,TaxonomyLevel,Field,B
2016,X,0.505,B
2016,Y,0.932,B
2016,Line,Applied Sciences,B
2017,TaxonomyValue,Soil Science,B
2017,TaxonomyLevel,Field,B
2017,X,0.516,B
2017,Y,0.936,B
2017,Line,Applied Sciences,B
2018,TaxonomyValue,Soil Science,B
2018,TaxonomyLevel,Field,B
2018,X,0.526,B
2018,Y,0.939,B
2018,Line,Applied Sciences,B
2019,TaxonomyValue,Soil Science,B
2019,TaxonomyLevel,Field,B
2019,X,0.537,B
2019,Y,0.941,B
2019,Line,Applied Sciences,B
2020,TaxonomyValue,Soil Science,B
2020,TaxonomyLevel,Field,B
2020,X,0.547,B
2020,Y,0.944,B
2020,Line,Applied Sciences,B
2021,TaxonomyValue,Soil Science,B
2021,TaxonomyLevel,Field,B
2021,X,0.558,B
2021,Y,0.947,B
2021,Line,Applied Sciences,B
2022,TaxonomyValue,Soil Science,B
2022,TaxonomyLevel,Field,B
2022,X,0.568,B
2022,Y,0.95,B
2022,Line,Applied Sciences,B
2023,TaxonomyValue,Soil Science,B
2023,TaxonomyLevel,Field,B
2023,X,0.579,B
2023,Y,0.953,B
2023,Line,Applied Sciences,B
2024,TaxonomyValue,Soil Science,B
2024,TaxonomyLevel,Field,B
2024,X,0.589,B
2024,Y,0.955,B
2024,Line,Applied Sciences,B
2025,TaxonomyValue,Soil Science,B
2025,TaxonomyLevel,Field,B
2025,X,0.6,B
2025,Y,0.958,B
2025,Line,Applied Sciences,B
2026,TaxonomyValue,Soil Science,B
2026,TaxonomyLevel,Field,B
2026,X,0.611,B
2026,Y,0.96,B
2026,Line,Applied Sciences,B
2027,TaxonomyValue,Soil Science,B
2027,TaxonomyLevel,Field,B
2027,X,0.621,B
2027,Y,0.962,B
2027,Line,Applied Sciences,B
2028,TaxonomyValue,Soil Science,B
2028,TaxonomyLevel,Field,B
2028,X,0.632,B
2028,Y,0.964,B
2028,Line,Applied Sciences,B
2029,TaxonomyValue,Soil Science,B
2029,TaxonomyLevel,Field,B
2029,X,0.642,B
2029,Y,0.966,B
2029,Line,Applied Sciences,B
2030,TaxonomyValue,Soil Science,B
2030,TaxonomyLevel,Field,B
2030,X,0.653,B
2030,Y,0.967,B
2030,Line,Applied Sciences,B
2031,TaxonomyValue,Soil Science,B
2031,TaxonomyLevel,Field,B
2031,X,0.663,B
2031,Y,0.969,B
2031,Line,Applied Sciences,B
2032,TaxonomyValue,Soil Science,B
2032,TaxonomyLevel,Field,B
2032,X,0.674,B
2032,Y,0.971,B
2032,Line,Applied Sciences,B
2033,TaxonomyValue,Soil Science,B
2033,TaxonomyLevel,Field,B
2033,X,0.684,B
2033,Y,0.972,B
2033,Line,Applied Sciences,B
2034,TaxonomyValue,Soil Science,B
2034,TaxonomyLevel,Field,B
2034,X,0.695,B
2034,Y,0.973,B
2034,Line,Applied Sciences,B
2035,TaxonomyValue,Soil Science,B
2035,TaxonomyLevel,Field,B
2035,X,0.705,B
2035,Y,0.974,B
2035,Line,Applied Sciences,B
2036,TaxonomyValue,Soil Science,B
2036,TaxonomyLevel,Field,B
2036,X,0.716,B
2036,Y,0.975,B
2036,Line,Applied Sciences,B
2037,TaxonomyValue,Soil Science,B
2037,TaxonomyLevel,Field,B
2037,X,0.726,B
2037,Y,0.976,B
2037,Line,Applied Sciences,B
2038,TaxonomyValue,Soil Science,B
2038,TaxonomyLevel,Field,B
2038,X,0.737,B
2038,Y,0.977,B
2038,Line,Applied Sciences,B
2039,TaxonomyValue,Soil Science,B
2039,TaxonomyLevel,Field,B
2039,X,0.747,B
2039,Y,0.978,B
2039,Line,Applied Sciences,B
2040,TaxonomyValue,Soil Science,B
2040,TaxonomyLevel,Field,B
2040,X,0.758,B
2040,Y,0.979,B
2040,Line,Applied Sciences,B
2041,TaxonomyValue,Soil Science,B
2041,TaxonomyLevel,Field,B
2041,X,0.768,B
2041,Y,0.98,B
2041,Line,Applied Sciences,B
2042,TaxonomyValue,Soil Science,B
2042,TaxonomyLevel,Field,B
2042,X,0.779,B
2042,Y,0.98,B
2042,Line,Applied Sciences,B
2043,TaxonomyValue,Soil Science,B
2043,TaxonomyLevel,Field,B
2043,X,0.789,B
2043,Y,0.981,B
2043,Line,Applied Sciences,B
2044,TaxonomyValue,Soil Science,B
2044,TaxonomyLevel,Field,B
2044,X,0.8,B
2044,Y,0.982,B
2044,Line,Applied Sciences,B
2045,TaxonomyValue,Soil Science,B
2045,TaxonomyLevel,Field,B
2045,X,0.811,B
2045,Y,0.983,B
2045,Line,Applied Sciences,B
2046,TaxonomyValue,Soil Science,B
